text,sentiment
great product best and worth with price,2
moderate very bad quality go l of wood,0
not specified nyc product,2
  but then you won`t see Her hotness much either,1
not specified bakbas socks,0
perfect product! good,2
classy product nice product,2
 Floor mopping sounds unappealing,0
does the job its good but has no grip tape and its wheels are bad it should be small unable to do ollie and slips awayi would prefer piso scateboard for professionalsand it is only available on their siteadrenex can only be rides indoor,0
wonderful just another awesome device from as usual,2
has a broken iphone,0
just okay everage,1
classy product no doubt this is good there is nothing to confuse go and buy,2
bad quality not bad,1
pretty good good,2
mind-blowing purchase awesome read and write speed,2
worth every penny awesome,2
best in the market! good,2
very poor top is very poor quality,0
good quality product nice,2
worth every penny nice,2
super! okay working fine,1
 been there  sucks like hell.,0
just okay this is 64 gb memory card but space is low,1
excellent its awesome great productand in will be kept 24 hrs which temperature will be put in this flask its keep the same,2
perfect product! nice,2
bad quality just ok,1
not specified waste flipkart,0
mind-blowing purchase super grip and relax,1
excellent best,2
good choice quality is good,2
just okay received brokensatisfactory quality,0
moderate broughtits okgood ford doughmost of the attachment are not of much daily usechops good but takes time to clean,1
terrific good,2
I think my cheap sunglasses are falling apart. Oh well,0
decent product bad,0
Exhausted after coming home from a swim this morning! It`s more tiring than I remember! HAPPY MOTHERS DAY,0
classy product very nice watch i gifted my husband and he like it,2
worth the money product is awesome,2
terrible product do not buy this product tv does not work as per product description you will not able to download more apps only pre installed apps will work sound is pathetic tried to return this product multiple times flipkart wont help nor the seller i wont recommend this tv better buy oneplus tv,0
fabulous! good tv but quality seems bit degraded in comparison to what they were providing 78 months back powered by android version some things are difficult to use like slideshow for images in display through pen drive,0
" I`m sorry you aren`t having a good day.  cheer up though, your day doesn`t define you...",1
not recommended at all it is very bad product it printed only 1020 papers and it get very low,0
wonderful working is good and friendly,2
decent product ok,1
"Oh, I forgot. They weighed me at the Dr. I am at my highest weight ever.",0
waste of money! very bad product,0
perfect product! this watch cant connect to my vivo v11,2
does the job delivery of product is good but the returnexchange of old tv policy is not good as per site your return policy is old product is shown any brand size not shown is running of any other description my old tv 21 inch lg golden eye plus is running condition but display of picture is atleast half in the screen ekart executive has not agree to exchange this problem he has received total cost of mi 43led tv of rs 23000 by cash my request to collect the payment by debit card,0
hey guys = ) i went to Jenny`s house today!! i had so much fun    so how about everyone else? what did u guys doo?,2
" yes, yes it was",1
not recommended at all weast money,0
don't waste your money i am not happy with camera,0
hated it! very poor product and heavy smell through out the room received damaged,0
Roll on Thursday,1
fun in the sun hmmm hell no it`s cold,1
pretty good nice product but better price available in market,1
just wow! love this product thanks boat amazing product,2
i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!,1
Hate I am going to miss the tweet up this weekend,0
 I got you today,1
is upload video geje di youtube  http://plurk.com/p/rqaoe,1
 Wow thanks a lot!  I can`t believe I didn`t think of that. XD,2
just wow! very good,2
hated it! its very worst product if you want screen mirroring its didnt working very bad connectivity if u want screen mirroring dont buy this worst product,0
Welcome  my first German follower  My mother Hermine is from the Sudetenland and came to Sweden as a refugee in 1948,1
really nice ok good,2
fabulous! awesum racquet better than other model in this company but beginner can choose this strung is well tight and play easier to get advanced,2
perfect product! delivered the product before expected date and install it on same day,2
decent product small size,1
very poor not good mrp low,0
useless product worst product,0
wonderful simple and nice one mind blowing use two and half cup watercup rice for normal miniket rice,2
"black color is not good.. size, fitting and elastic are good only grey color is good dont buy blackcolor bcoz it is loosing black each time when i wash itits irritating to get lot of black color in each timesince 3 weeks i buy im still getting the black colorso better buy grey colorand size and fitting are good",2
not recommended at all worst product,0
Btw that song is you`ll always find ur way back home by hannah montana,1
not reliable and bad quality product. the product quality is not good the tub spinning wheel stopped working in 6 months,0
value-for-money ok,1
delightful hasam guys lets try,1
good choice quality good but quite expensive,1
terrible product after test not work to give result,0
  My Power was cut off  thats where i went,0
"super frustrated, and taking it out on the one`s I love!   I love you, Paul!",1
awesome excellent product delivery on time thanks ji,2
useless product after 7 days harddisk not detected,0
i hate songs and surveys  they always seem to make me cry.,0
not specified it is the best product in this range superb quality and looks full formal it is best in this range just go for it my size fits me perfectly and it is perfectly tailored trouser can be use for office use also,2
 Yep- same here. I have to be in the mood 4 it.,1
not recommended at all very bad,0
terrible product worst most of the boxes are not closing quality is worst,0
useless product installer is not good the duct pipe settings done by him was not so good i started cooking with maxim suction speed and duct pipe was completed out of the outlet hole very much disappointed later contacted local installer 700 rupees wasted,0
mind-blowing purchase good but sticking weak,0
<< Finaly Back to home..,1
"Had drums, but they where made up of other peoples sets, so, had to give them all back",1
moderate worked for 3 weeks and then suddenly stopped workinguseless product please dont buy,0
perfect product! sooperb product,2
  I`m @ work and missed everythin yesterday but don`t know wot? Anybody,0
not good not worth it,0
classy product best charge for my vivo y15and speech,2
Slept at my parents the bed was hard as a rock now my back feels like a rock,0
horrible to small dont buy this product,1
don't waste your money grinder not grind rice,0
very good okay,1
Mortified. could lose my job,0
simply awesome good product best quality in affordable price all information about the product is absolutely correct i am really happy with this purchase,2
must buy! this is a very good product i am pleased with this product,2
terrific purchase good product,2
does the job its ok product i did not feel much change in room airits good to keep in bangalore weather but dont expect much changes,1
 http://twitpic.com/66y00 - Niceee  Hey i never get stickersss,1
I`m a 100% Reagan con according to this quiz http://quizfarm.com/run.php/QuizRunner,1
terrible product very poor,0
On my deck... Perfect weather today! Not feeling good tho...,1
best in the market! thanku,1
hated it! hopeless,0
moderate good quality but the mouth is leaking,1
delightful ufff smell is vry nice loved it,2
  What`s wrong with her?,0
good ok ok,1
On the way to home,1
did not meet expectations low quality,0
not recommended at all power switch not working on one side pain not working,0
excellent verry nice mivi s16 model stereo saund and deep bass clear saund,2
not specified worst quality dont sell this type of clothes again,0
does the job bluetooth is not identified in my laptopand when i connect to my phone wifi only i can able to listen music but when i am trying to call the sound is not clear and the voice is not coming clear i tried with various phones so the sound is not clear during the call you can say the voice of the call is not clear enough to understand,0
expected a better product fabric is too thin,1
bad quality sound quality not good,0
Wants To Dress Up,1
super! satisfied,2
wonderful nice,2
worthless dont buy this product,0
wonderful best,2
classy product too comfortable,2
super! price worthy product,2
classy product best one,2
very poor damage and recondition product totally waste,0
mind-blowing purchase same as shown in picture love it,2
 did you have fun last night? we didn`t see you.,1
"Mucking about on Guitar Rig 3. The demo, that is",1
Trying to figure out what to do tonight. See the game? Social events w. friends? Or stay home and play the s**t out of my drums,1
waste of money! bad quality,0
just okay average,1
terrific nyz,2
classy product nice product,2
does the job good,1
useless product the pencils are doms company i hate it,0
must buy! good product wont be able to give a comparative review since i had been using same router for 5 years obviously this is better dual channels works good 25 one is good for video surfing and daily medium usage 5 channel is good for live videos high quality videos and gaming,2
_watkins Oh my gosh ian i always miss you when your on,0
not recommended at all not working after one year of use,0
Just home from work!!!!! Need to continue packing. Raerae is gone for the weekend.   Mya and I are hanging out,1
" Can`t go out this weekend, 12 hours of exams next week prevent it  Got my uni summerball next Sat though, should be good!",1
 just stop talking if ur gonna be that mean,0
pretty good very nice,2
If someone in the family died you would of heard about it. Duhhhhhh. . .,0
just okay nice,2
great product very nice,2
does the job charging is good but the build quality is poor,0
"_music im always blunt with my feelings, never seems to do any good",0
classy product nice,2
 naw idk what ur talkin about,1
horrible very bad product charging point not available,0
value-for-money buying the product is risky as the support is not found as its sold by flipkart onlythe support in public domain is limitednot found rest looks good in this range with wifi features,1
good nyc,2
" LOL it`s not the army it`s starfleet, rules are meant to be broken to get the job done. That`s why he gets the medal",0
*moment of silence* for the Budget i`m bout to b on  I spend wayyy to much $$$.... OMG! I`m on a Budget?!?!,0
" I think if I was Kirk, I would have probably stolen that sweet ride from you too.  Fancy in car phone ya talk through GG.",1
don't waste your money dont buy first of all this is chineas productsthen product was dent rise a complain to cx but no one are lasting about issues almost 1012 hours spent with them,0
awesome best design,2
 ) NICE. I want it. I`ll get the pirated. ) I MISS YOU,1
_assassin  We are soooo sorry   We love kitties and know how much they become a part of you.,1
 Girls are confusing.,1
   so not close enough that I could run out and get one,1
baked a cake & watching a movie.,1
highly recommended value for money,2
good ok ok,1
did not meet expectations very good thief friendly camera if someone cuts internet it wont work so this is not security camera dont buy go for other brand offline recording camera,0
dulcet dcd9000x sound quality is low not satisfy,0
constantly looking at the clockkk..come on 11pm!,1
wonderful the cushion is fluffy and nice worth the money you can go for it,2
" ew, tongue kiss",1
had my lip pierced for about 30 minutes.  and then it died.,1
does the job inside wool is coming out,1
must buy! very good,2
awesome product!!! this is my first mi product therefore was sceptical but after seeing hugo barras presentation of this purifier took the chance and bought it first day itselfmy experience so farexcellent product and does wat it is built for ie purify air bought it for mom as she has asthma and it works wondershepa filter works like it should and mi smart home app shows particulate matter count level on your smartphone and u can control ur purifier using ur home wifilastly these s,2
useless product recived different design and small bowl,1
not specified quality is very bad,0
horrible not worth the money dont buy,0
Shoutout to Reyah my fellow Philly homegirl we`re both making the best of hard situations  (PUSH) pray until something happens.. much love,1
great product good,2
not recommended at all bad product,0
 school and work that`s it really. what about u? still in sac? or am I a tittle late,1
really nice excellent qualitykeeps water hot for long hours i deducted 1 star because the cap was little deformed but excellent product at low cost,2
okie gonna tweet more because i am loosing you guys or girls,0
just wow! beautiful,2
nice product its good otg at this price but roasting stiks are very thin,1
utterly disappointed after few weeks of use it started hanging and the processor is very slow camera front and rear both are not at all good and pixel quality is really really poor this is my worst purchase till date,0
nice average,1
 ohh yeahh with the showcase he said his artist will be outta town  so keep me posted as to the next one,1
Happy Mom`s day to your moms !,2
super! nice quality,2
doesnt serve its purpose my purpose of buying this air purifier was primarily to reduce the air pollution and to minimise the dog odor in the room now coming to the product i bought this device on the first day of its sale it arrived on time and the packaging was awesomethe device build quality the design and the size all were appropriate for my taste and requirement setting up the device took hardly 2 minutes and over the phone 5 more minutes now there are two mode silent and max mode at the time of s,1
"http://twitpic.com/4w8l1 - Haaha, my bangs are kinda long..? oops",1
useless product very bad quality very bad packing etc,0
worst experience ever! very bad product he is lair very very bad product dont bye aney one,0
brilliant 10 years booys ball,1
terrific purchase good product,2
worth the money the buttons are sticky and is not recommended for speed typing and also for one on one fighting gamesits nice and durable lighting is beautiful,2
not specified it is good,2
  not,1
not specified stylish product,2
" It`s 12:30AM,  stopped tweeting, my brain`s not functioning. I wanna cry. Haha. Philippines tour, please?  Love ya!",0
"Yay, I should be able to make it to 700 updates tonight  lame compared to other ppls i know lol",1
terrible product only one rice bowl was in the box whereas the product said it had two bowls,1
wonderful great laptop with best specs in this price range,2
delightful good product,2
wonderful ok for small family,1
 what happened to your phone,1
terrible product totally waste of money,0
terrific purchase my first pic and awesome camera for beginners,2
not recommended at all too much bad product,0
" I need horror to be lovecraftian actually, not enough weird horror movies.",0
not specified beautiful dress,2
wonderful veri nais,1
terrific purchase good experience,2
" You arent following me, so i cant send you a DM..",1
Its 11:11  make a wish,1
awesome good,2
utterly disappointed product not working sometimes after getting empty sometimes empty run also kent support app is useless always failing to create service request its a really very bad experience with kent please think before buying this kent products,0
"aww, anyone see hollie steel on BGT tonight? wharra shame",0
good preety good,2
brilliant the product is just amazing no faults to report dont think too much just go for it,2
has a headache from the the heat.,0
Painting is hard work. Very tired. But satisfying to see God`s house getting prettier.  And I like the yellow of Tim`s room.,1
pretty good the product is goodbut flipkart package is very poor,1
terrific value for moneygood camerabest budget phone,2
terrific purchase good,2
nice no repeater mode or access point mode support pendrive upto 128gb no software updates,0
Environmental project,1
slightly disappointed the start button stopped working after a month of usage,0
Its offically mothers day!! happy moms day!!!,2
not specified best osm product budget product an quality lajawaab osm yr im vry happy like this product,2
" lol, we are staying in, Craig got footy, so Molly and me missing all the good weather, we have no buggy either.",0
went OUT 4 a meet up & MAY B hangin & or hittin a club or bar   IF the car holds up LOL :-P,1
just okay ok,1
delightful gud,2
fabulous! good quality product very prompt nice service by flipkart fast delivery and installation also on same day so thanks to flipkart for service,2
just okay good product best sound quality nice product for purchesh,2
 loadsa shizze has happend  IM SO UPSET..,0
just wow! its ok for who are going gym,1
value-for-money budget range,2
utterly disappointed bad product,0
best in the market! nice,2
good choice good product,2
worthless i had purchased 2 kits and liquid solution was missing in both kits so not able to use the kits money wasted,0
not specified ok,1
My head hurts,0
slightly disappointed how can i buy extra remote,1
classy product good product,2
  i know i`m changin it again,1
Thinking my drink is watered down but hey its free,1
Poor Nicole just absolutely DESTROYED her cell phone,0
 piyaaa! hi. :] im hyper & im bored & im online & im going to find pictures for the noteboook.  still cant send messages. grr.,0
oh godddd I coughed up a little bit of taco,0
not good google min was a disappointment most of the time it doesnt respond ask her to play a song and she will keep playing same songs again and again compatibility with gaana and youtube is bad,0
useless product poor qalitty,0
awesome quality productpacking was super,2
"Nearly finished Angels and Demons, awesome book, feel so lame for only reading it now",1
"Thinking about Con Law, fighting a headache, & Paying bills...",1
must buy! it is excellent,2
Sicky sicky  sucks on such a lovely day,1
horrible base i mean stand bad quality we can see that inner wires,0
nice just ok,1
" Thanks!  Got tired of bleaching it. The, um, bangs there... yeah they are actually a bit purple >_> oopsie.",1
super! thank you i am fully satisfied with product,2
perfect product! ok,1
expected a better product makes alot of noise,0
fair good,2
not good small size,1
not specified very nice quality produced,2
best in the market! good one go to buy,2
"Enjoying my pathetic tiny music collection, while rearranging my room. Still a little tired from shortening the grass, and that one frog",1
 with your bicycle?,1
I`ve lost my pocket knife  Suggestions for replacing a Ken Onion Chive?,1
just okay tubicast app not working properly,1
utterly disappointed think before buying stopped working after 10 days of purchase waste of money,0
just okay nyc,2
just wow! ok,1
simply awesome go for it,1
fair ok,1
 _online That`s the sad thing about it.,0
 hello- i`d like a little chat- but can`t DM you- is there a mail id?,1
great product nice product,2
not recommended at all worse product never buy,0
I think I might have to break down and purchase some from the US just because I donot know what to call it over here,1
great product nice,2
very poor its not cotton mat and it will make people skid easily my kids keep falling waste of money,0
fabulous! ok,1
fabulous! ok,1
good choice product is good does the job and all utensils are coming out clean without any issues but installation team from jeevs is very pathetic,1
wonderful the speaker is excellent in soundbuild quality and unbelievable features within the price range ordered another speaker as wellive used many speaker of this price range but this one has really good sound quality beds is superb and most importantly at high volume there is no distortion regarding battery at normal volume it lasts upto 5to6 hrs happy thank you flipkart,2
super! worth the money,2
not good quality not good,0
simply awesome awesome,2
really nice good product,2
terrific nice productas aspected to my thoughtwater test is very good flipcart good fast delivery,2
Deucie picked up by his sitter for the weekend.,1
19 years for Phil Spector  http://bit.ly/199ZWD,1
classy product very nice,2
brilliant awsm product takes less space and looks beautiful,2
haha aww ok now back to bionomial expansion  ugh! joy,0
waste of money! i don t have any update and no playstore is there own store it also very bad product dont buy it try somting alse,0
really nice good product customer happy,2
brilliant good product,2
Por Favor!!! Only need FIVE more!  http://tinyurl.com/dzcpg3,1
nice product awesome,2
Bout 2 Miss Mah Lakers Play 2day...  This Orange Box Is **** Up The Rotation!.. Mah Real LA Fam.. Keep Me Posted!.. I LOVE HATERS 2!!,1
worst experience ever! bad,0
utterly disappointed bad quality,0
mind-blowing purchase smart look best product,2
awesome good product,2
" Hey, not anymore. I`m back now.",1
wonderful good,2
moderate sound is flat it is not having a bass not happy with this product,0
perfect product! nice pitcher quality,2
 I don`t have any,1
terrific purchase very good my kids like it very much,2
Watching cartoons.....,1
terrific smooth and soft,1
terrible product received a damage item side selves are very small also installation has been done my self very very disappointed on flipkart,0
hated it! pls dont order very very bad product,0
unsatisfactory the product quality is very poor it got damadge within 15 days after i started using it,0
delightful its great otg nice working perfect for pizza making,2
worst experience ever! bad,0
terrific this is an amazing product guys go for it,2
did not meet expectations dont buy,0
not recommended at all it was so small,1
does the job good,2
listening to faith spirituality and the internet,1
must buy! loved it,2
very good overall this product is average delivery earlier,1
worthless size of plates is small,0
 so my friends are coming to see you on NYC...but im on stupid vaca in the stupid cayman islands so i cnt go  iloveyou<3,1
" hahaha, yes, our discussions always seem to jump around randomly",1
not good waste of money,0
"http://twitpic.com/4wsjr - Leisure Bay beach  (I see the pic. wasn`t uploaded last time, grrr!)",1
classy product bad quality,0
wonderful good,2
Sunday sunshine track  ? http://blip.fm/~5z7cg,1
highly recommended i loved it,2
waste of money! is bad product charger not working,0
good kids clothes ok,1
useless product not fly properly weast of money,0
fabulous! really this is an amazing perfume i love the smell,2
 thinking about you  http://mypict.me/Fuz,1
very poor bad,0
Thanks for the follow my new Twitpeeps!,0
great product one of the best power packed fully automatic washing machine at very competitive price go for it blindly,2
 I do have one coloured one on my leg.  Its a butterfly filled with colour!  x,1
good water wont absorb overall an average product,1
 Hey Nia! I used to be the PD at Hot 102.9 in Dayton. I met you in Cincinnati at the Wiz Christmas party. Hope all is well!,1
very poor waste for money very worst,0
terrific purchase nice tv in this budget i get it in 9000and this is the best tv also made in india keep supporting the indian brand and do not purchase chinese brands if you want to see developed indiai love my india,2
utterly disappointed language issues not very forthcoming was bot able to explain much,0
not specified very bad,0
terrific totally worked for my split ends to cure my whole family is using it now,1
just okay go for electric cycle instead of this,1
#DepecheMode concert next week cancelled  Alternative date not known yet. Dave Gahan had a tumor.,0
hated it! dont buy this jar quality is very bad jar damaged within two days go for preethi mixer grinder,0
terrific purchase good product,2
  250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,1
I also found out that it`s also my last youth group meeting,1
worst experience ever! bad products,0
waste of money! it was supposed to make juice but instead it made me a puree its cups are also not up to the mark,0
" if hobo and i come next week, we`re buying you all a drink.",1
 Ah  Not doing cbeebies epg by any chance are you hehe. need pinkyponk crash warnings ;-) Is your journey home long?,1
" Yep they are open, it`s Sunday hours tho",1
" Oh, I don`t really have much of an opinion on her either way. It`s just a night to rip everything.",1
terrible product very poor product very low pulling power,0
not specified nice watch at affordable price its really slim then other watches very good product for casual wear dont go for negative comments buy this product,2
nice product really nice products i love it,2
really nice nice,2
worthless wastage of money does not generate reports always shows cassette not found,0
just wow! good deal you wont regret buying these,2
really nice the quality is as per the price cant expect much it is thin and protects from water dust and sunlight it is not waterproof and for this price you can expect to long for 6months to an year of continuos use be careful as it is thin can get teared if mishandled,2
utterly disappointed this product is very bad in this range,0
not recommended at all they are terrible seller if you dont like the product they refuse to take it back,0
bad quality not working light,1
simply awesome great design value for money best display best performance have best look and backlight purple keyboard is also awesome,2
pretty good ok,1
wonderful awesome product very good sound and bass,2
wonderful its awesome cooler huge cooler like bahubali super tough body and serve it purpose of cooling big space in no time very happy thanks maharaja and flipkart,2
just okay it is a ok product chains are getting down all the time,1
they were actually there omg apparently a relative of marc went to my school lol,1
perfect product! genuine product,1
 I am very angry at this information Marcos!!!!!!,0
very poor not good,0
not good performance not good,0
@ poll : was trying to get it to work in a powerpoint to no avail.,1
brilliant lovely,2
super! nice product,2
slightly disappointed the smell hardly stays for an hour,1
not specified not in good quality its very thick,0
"Day 2 of back to work , Day 1 went allllllllright I was only exposed to the swine flu for 8 hours so thats ok I think? Just wash my hands",1
very poor very bad quality product i want to refund,0
absolute rubbish! bad quality waste of money please dont order,0
fabulous! excellent,2
"Aw man, Half Term isn`t long enough    lol!",0
brilliant good,2
really nice good product at good price but the tds level is very low after filtration i am getting tds value of 18 there should be a mechanism to control tdswater tastes good though,1
not specified good,2
mind-blowing purchase this perfumes smells amazing they last for long hours after application perfect gifting option,2
"Lobster dinner with MBA folks tonight, but no terasse, pouring rain in Mtl...",1
does the job waist for money joints quality not good,0
gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,0
terrible product the product i got is opened delivery service is not goodwant to return this product,1
" Yeah it`s the Ford Focus Titanium, you only get the helicopter add on with the top-end luxury models unfortunately",0
I slept so late,1
terrible product less lifetime,0
wonderful very good holder useful,2
worth the money this is a good product i selected this since it is having metal arm but the problem is arm is not long as i expected and cannot withstand to the weight of samsung a20s cannot hold that weight but for my iphone 6s it is suitably fittinghope this review helps someone,1
absolute rubbish! not a comfortable on your ear when you listion song after that not listion other sound i recommend dont purchase this itemcarefully not refundable,0
hated it! very poor and damaged product we got first then returned it and got the same product as replacement that too not as expected motor getting heated up even after 5 mins of run top cover not fitted properly i m sure its not butterfly product,0
unsatisfactory very bad quality diner plate crack as soon as i pour curry on it,0
classy product very good product,2
good is bad,0
just wow! overall supper,2
 Aww I`m sorry your boys are sick.   I`ll keep my fingers crossed for no tails. lol Stay well youself and get better boys!,1
good quality product good purchase,2
 hi.wanna see 17 again again with me ;) i`ll fly to cali and see it with you,1
good choice work smoothly,2
 thats a bad start to the day!,0
brilliant good quality value for money thaks to flipcart,2
decent product ok,1
not recommended at all weast,1
waste of money! not working waste of money,0
" naw, it doesnt match up LOL and i have no shenanigans to discuss...  but i did do the thing...",0
wonderful product received beyond expectation with this price range really highly recommended while receiving inside we were very sad but when we released the plastic sheet the pillow started to swell and become bigger as per size within 15minutes attached images are selfexplanatory,0
worth every penny best product,2
pretty good good,2
super! very good,2
worth every penny my mother liking this product some of the features are its sound less stitches at an adequate speed value for money it has 9 types of stitching options the only negative point is that it is small in size hence its difficult to hold the cloth on the left hand side due to lesser space overall i m happy,2
great product thank you flipkart,2
hated it! not good,0
 ohhh wowwww no good,1
very good good product,2
"excited to see 'UP' for Logan`s Birthday in 2 weeks. Sad he wont have a party bc he doesn`t know any kids, tho.",1
 thank you isay  kamusta ang bulacan historical gimmick at ang gilmore shopping trip?,2
simply awesome very nice products,2
Surfing the web...,1
value-for-money ossam quality product it clean dust from all corners in very short timei like this product,2
not recommended at all windows 11 is compatible for this system always asking restart required,0
simply awesome works well using this product for past 2 years filter price to be cut down by half 25k for a replacement filter is too high 6months max for a lifetime of a filter in urban areas so half the price of air purifier need to spend every year for filter itself so need to cut it down worth spent money for this machine,0
mind-blowing purchase thank u flipkart awesome product,2
super! super,2
good choice handy vacuum cleaner is very comfortable and friendly with drawers and windows worth it,2
not recommended at all i have never seen this type of worst productits producing so much of noise and plastic smell while grinding also we have so much of fear because its producing too much of vibration grinding also not at all good when i was purchasing i ju,0
" haha it`s ok. i really don`t like getting to other businesses so its Ok,",0
worthless very bad,0
utterly disappointed audio quality is very poor very less sound,0
@__SANDY i dont know! they sent out emails using my account about random stuff i didnt even understand i changed all my passwords,0
hated it! local bat,1
 all the best for your IB exams Carl. I hope you don`t find them too difficult and that they go well for you.,2
Facebook Farm town become slower and slower,1
best in the market! this products is absolutely amazing dont think much just go for it you cant find any other speaker at this price level its fabulous fantastic and value for more,2
not specified not up to the mark dont buy it,0
hated it! price is too high,0
don't waste your money jar body part are getting cracks automatically and breaks day by day in small small white particles,1
not specified nice product looks awesome quality is also good,2
": Omg! I never got your message so I didn`t notice until I was looking back a ways! Sorry, that was a good idea though...lol",1
Bella doesn`t love me no more,0
excellent good,2
simply awesome very nice product i like it,2
must buy! the laptop is very nice for online classes but for gaming it is not good,1
 can you stop working so i can have someone to play with !,1
slightly disappointed nozzle not working properly,0
super! nice product,2
good works well but low volume,0
  not the same.. Can we party tonight jig,1
just okay nice product,2
 but but but. I want steak,1
I think my modem failed-having pc withdrawals..,0
very poor this is waste product,0
worth the money good product at reasonable price,2
super! is really nice,2
 where`s the UK love?!,1
bye bye South Beach....u never let me down,1
"@_refugee_ /me gets 'Your video will start in 15 seconds', Exiting to watch ... for minutes  #flash #linux #fail",1
Gremlin is asleep after a particularly challenging bedtime. I think it`s safe 4 me to go to bed -what a crazy Sat night for me!,1
" hey, you know the trailers before hannah montana? is there a jonas brothers 3D concert experience trailer?  x",1
utterly disappointed product is not per quality check other products before buying,1
slightly disappointed bad product,0
super! good,2
expected a better product bluetooth connectivity not working,0
uploading PCD onto my iTunes xD i used to have it but certian events caused me to lt sadly,0
not good not worthydamaged after 5 days,1
worst experience ever! after purchase the product didnt even work for a week it stopped working and isnt of any use now dont ever buy this,0
don't waste your money received broken cooler,0
 morning Bill,1
 awww. its cool. i ate too much ice cream,2
worst experience ever! noise very high,1
i cannot sleep due to watching UKTV food. its keeps my cravings at bay. i think my bodies guna ache tomro,0
awesome nice,2
trying to get a sale in my job...,1
perfect product! nice product,2
nice looking good but quality is very thin,1
very poor very bad quality dont buy,0
bad quality very worst product,0
nice not better but good,0
worthless after two months shoes solve crack this product quality is very bad,0
K now I`m really going to bed even tho I ain`t tired  night! <3,1
 tegan and sara fan? follow them ,1
really nice after usage of two weeks for a family of 4drum looks small max of 6 to 8 clothes can be washed at a time to wash properlylength of the power cable is very less you need to have a extensionariel wash mode is really goodthere is no display of the timer or modesfor a family of 3 to 4you can go ahead without any second thoughtsat a price of 10 to 12k,0
hated it! it is difficult to turn the jar from mixi,0
not recommended at all casting problemwith filpkart bad service,0
delightful its good,2
up odee early qot a call from some1 who I haven`t heard from in a very lonq time,1
I need a blankie  this trains an icebox,1
excellent product was really good packing was also cool really worthy,2
decent product plates bigger in photos but smaller in reality,0
 I spoke but when niggas be looking at ya crazi all the time u just stop....  plus I always used to see yall when I just wanted,1
not recommended at all very distortion can be seen disappointed from mivi and flipkart both return policies are not there,0
fair its ok,1
must buy! excellent product,2
very poor worst,0
 Naw forget it then. I will only if u take them,1
pretty good quality of the lid is not good otherwise superb thing,0
highly recommended nice cooler good fantastic cooling not less than air conditioners,2
slightly disappointed mp4 format not supported through pendrivetubicast app need to be upgradedsuddenly get close while searching somethingsometimes inbuilt wifi not respond properly,0
just wow! very nice product seriously i like it too much thank you flipkart and must buy it,2
really nice little bit small otherwise its good,2
nice product best,2
just okay its nice product but very difficult to resemble,0
best in the market! good productthis product purchased for my friend,2
great product i like best powder bank,2
brilliant supper,1
highly recommended amazing but not perfect,0
has no people skills.,1
hated it! does not charge fast,0
super! worth to buy best value for money ever but tv is weightless,2
great product good quality product suitable for 43 inch tv,2
worthless taking long time to cook,0
very good loved my sister happy with this,2
terrific awesome one,2
two stars no more affective,0
decent product not upto the reviews build up level too bulky quite noisy lack of wheel is biggest disadvantage buy at your own risk not happy overall,0
"how I wish my parents put me into a Chinese school when I was younger. Then, it`ll be so much easier for me to get a job...",0
Just ran hair first into spiderweb full of baby spiders...i almost set my own hair on fire to get rid of them! Almost.,1
Hi there all! Can`t stay to long have to go to work soon,1
moderate area covered is 215 sq ft not 672 sq ft as shown in description,1
wonderful working satisfactory,2
not specified very very good product,2
wonderful firstly its value for moneysecondly its the best camera to kick start the photography as an amateurlastly thanks to canon and flipkart for on time deliverythank you so much,2
is poolside. Bowling toniht maybe?? Back to work tomorrow,1
terrific such a good product lvly,2
classy product genuine hp product,1
terrific good,2
_babsi there`s a manual process... but it`s taking 4ever on my outlook database... pffff. crappy msft product,0
 OH MAN I WOULD BUT I`M FRESH OUT,1
worst experience ever! wrost products,0
is new to twitter.... needs some studying here,1
very good ok not bad,1
must buy! very good,2
 paramore makes me want to punch babies  lol,1
 yea me too  lol,1
good choice love it,2
not specified poor quantity and not good and i hope very good but not,0
super! very nice,2
 you need to follow me so I could send you a direct message.,1
"It`s about time I let people know whats happenning, although I often wonder why I bother   but hey it`ll soon be Christmas........",1
utterly disappointed dont purchase this item transferring speed is very slow its just a show piece,0
terrific very good product and ease to use all the functions go for it,2
 I still have another hour.,1
waste of money! worst product senttesting liquid is low unable pour into test kitafter inserting swab there is no liquid to pour into test tube,0
great product this book is useful for many exams like ssc bank railway and other,2
wow what a lovely day! Shame i have to clean my room,1
"****, I cut my finger!",0
horrible product failure under one year no service support from bajaj and flipkart,0
"just installed Windows 7 RC, so far no mushroom cloud yet.",1
delightful bat ball and helmet are very good in quality pads and gloves are not good in quality and nyc,2
sitting at home...need to be pricing the garage sale items...but i have no help so its boring by myself,0
Send me your Blog`s RSS feeds I have a site that will republish and send traffic to your site...,1
fabulous! very good inverter i used last 3 month no problem,0
_coza  Yep. Live and learn,1
awesome superbbbbbbb,1
is now on twitter.....,1
I`d like to thank my normally only randomly working internet for actually staying up from the moment I saw the tweet until now.,2
horrible sound is not good,0
moderate with in 4 months damaged 2 times,0
waste of money! plug was too many heat,1
terrible product bad mobile phone camera is very very bad and poor dont buy this totaly loss of money,0
